0	181
8	168
9	149
7	113
A	86
6	81
5	67
1	66
B	62
2	60
3	55
4	48
辽	31
G	27
鄂	25
D	23
鲁	20
C	20
E	19
冀	17
京	15
浙	14
粤	14
F	13
M	12
Q	12
H	11
N	11
K	10
J	10
苏	10
豫	9
晋	8
P	8
R	8
川	8
L	7
O	7
S	7
W	7
Z	7
V	6
Y	6
琼	6
桂	5
赣	5
X	5
黑	5
闽	5
沪	4
津	4
U	4
陕	4
云	3
军	3
湘	2
新	2
T	2
海	2
空	2
吉	1
皖	1
蒙	1
甘	1
未	1
I	1
甲	1
贵	1
<unk>	0
